Output Steer,Human Steer,Output Motor,Human Motor,Loss
6.647722423076629639e-02,1.172638125717639923e-02,5.795081853866577148e-01,5.689162015914916992e-01,1.629051170311868191e-03
5.064953565597534180e-01,4.727552831172943115e-01,5.848237872123718262e-01,5.666565895080566406e-01,7.396557484753429890e-04
5.899450182914733887e-01,4.951336979866027832e-01,5.757175087928771973e-01,5.704696774482727051e-01,4.522795788943767548e-03
3.271074891090393066e-01,2.680365443229675293e-01,5.710924863815307617e-01,5.545454025268554688e-01,1.937762601301074028e-03
6.162011623382568359e-01,7.256205677986145020e-01,5.751249790191650391e-01,5.900797843933105469e-01,6.121327169239521027e-03
8.174324035644531250e-01,8.451091647148132324e-01,5.640933513641357422e-01,5.933454632759094238e-01,1.589032588526606560e-03
9.616910815238952637e-01,9.924043416976928711e-01,5.636194944381713867e-01,5.860212445259094238e-01,7.483924855478107929e-04
6.444762349128723145e-01,4.206350743770599365e-01,6.060752868652343750e-01,5.959242582321166992e-01,2.666132152080535889e-02
3.996128737926483154e-01,4.791015088558197021e-01,5.894910693168640137e-01,5.798949003219604492e-01,3.368230070918798447e-03
8.288976550102233887e-01,7.792056798934936523e-01,5.441883206367492676e-01,5.971232652664184570e-01,2.648107940331101418e-03
6.337289810180664062e-01,6.337252855300903320e-01,5.668912529945373535e-01,5.524706840515136719e-01,1.658507535466924310e-04
8.857544064521789551e-01,9.982942342758178711e-01,5.569390654563903809e-01,5.919191837310791016e-01,7.069262675940990448e-03
2.426265478134155273e-01,1.555244177579879761e-01,5.842059850692749023e-01,5.851312875747680664e-01,3.805418964475393295e-03
3.103151321411132812e-01,2.419192045927047729e-01,5.977161526679992676e-01,5.723141431808471680e-01,2.668765839189291000e-03
6.966975331306457520e-01,6.882293820381164551e-01,5.727045536041259766e-01,5.601302981376647949e-01,1.422644272679463029e-04
3.185886740684509277e-01,3.470859825611114502e-01,5.775116682052612305e-01,6.051756739616394043e-01,8.205592748709022999e-04
7.875129580497741699e-01,7.996650934219360352e-01,5.637379884719848633e-01,6.121303439140319824e-01,1.264856546185910702e-03
7.395396232604980469e-01,7.777307033538818359e-01,5.706284046173095703e-01,5.606222152709960938e-01,7.964400574564933777e-04
4.210692942142486572e-01,4.497353434562683105e-01,5.962126851081848145e-01,5.676768422126770020e-01,8.787989499978721142e-04
5.649197697639465332e-01,5.872262120246887207e-01,5.676155686378479004e-01,5.489525198936462402e-01,1.360817579552531242e-03
5.716612339019775391e-01,5.800148248672485352e-01,5.871386528015136719e-01,5.793262720108032227e-01,3.936438879463821650e-04
5.856855511665344238e-01,6.455243229866027832e-01,5.674406290054321289e-01,5.833343267440795898e-01,2.120672492310404778e-03
7.041723728179931641e-01,7.575758099555969238e-01,5.622242093086242676e-01,5.456787347793579102e-01,1.573184272274374962e-03
6.583963632583618164e-01,7.067968845367431641e-01,5.575811266899108887e-01,5.555555224418640137e-01,1.180143677629530430e-03
8.383482694625854492e-02,-4.724315367639064789e-03,5.856449604034423828e-01,5.611494183540344238e-01,4.397817887365818024e-03
6.262219548225402832e-01,6.879777908325195312e-01,5.836836099624633789e-01,5.698868632316589355e-01,2.840556669980287552e-03
9.047899246215820312e-01,9.967850446701049805e-01,5.826779603958129883e-01,5.890757441520690918e-01,4.302248358726501465e-03
9.381308555603027344e-01,9.939802885055541992e-01,5.722146034240722656e-01,5.951050519943237305e-01,1.833622343838214874e-03
6.065745949745178223e-01,5.878469347953796387e-01,5.835582017898559570e-01,5.839424133300781250e-01,4.341859021224081516e-04
4.727026522159576416e-01,4.639802575111389160e-01,5.810655355453491211e-01,5.557121038436889648e-01,5.864937556907534599e-04
6.171435713768005371e-01,6.848942041397094727e-01,5.776160955429077148e-01,5.534535646438598633e-01,2.833609934896230698e-03
5.273315906524658203e-01,6.128150224685668945e-01,6.081960797309875488e-01,6.257596015930175781e-01,3.932952415198087692e-03
2.959148883819580078e-01,2.398158609867095947e-01,5.794539451599121094e-01,5.845514535903930664e-01,1.643402734771370888e-03
8.508828282356262207e-01,6.897977590560913086e-01,5.600330233573913574e-01,5.917282700538635254e-01,1.371372956782579422e-02
6.282563209533691406e-01,6.795574426651000977e-01,5.624278783798217773e-01,5.454545617103576660e-01,1.472778967581689358e-03
2.403475344181060791e-01,2.091806754469871521e-02,5.514628887176513672e-01,5.434485077857971191e-01,2.412012591958045959e-02
2.349435836076736450e-01,2.305180300027132034e-03,5.598282814025878906e-01,5.656566023826599121e-01,2.708317339420318604e-02
8.610744476318359375e-01,8.718989491462707520e-01,5.614067912101745605e-01,5.363646745681762695e-01,5.019999225623905659e-04
3.370722383260726929e-02,-6.478970404714345932e-03,5.513934493064880371e-01,5.454545617103576660e-01,8.309850236400961876e-04
6.907456368207931519e-02,-7.245905697345733643e-03,5.732791423797607422e-01,5.659717321395874023e-01,2.961259800940752029e-03
7.528538703918457031e-01,7.752227187156677246e-01,5.531332492828369141e-01,5.568181872367858887e-01,2.825327392201870680e-04
9.268824756145477295e-02,7.304367423057556152e-02,5.696785449981689453e-01,5.353536009788513184e-01,8.008076110854744911e-04
5.196450352668762207e-01,5.087934732437133789e-01,5.894730091094970703e-01,5.759181976318359375e-01,2.048349997494369745e-04
3.145362436771392822e-01,2.243357449769973755e-01,5.770860910415649414e-01,5.555555224418640137e-01,4.335346166044473648e-03
6.025618910789489746e-01,6.143900752067565918e-01,5.637721419334411621e-01,5.489525198936462402e-01,7.833627751097083092e-04
3.645960390567779541e-01,3.186485767364501953e-01,5.566468238830566406e-01,5.454545617103576660e-01,1.341412076726555824e-03
6.411053538322448730e-01,5.926755070686340332e-01,5.983666777610778809e-01,6.182959675788879395e-01,2.739277901127934456e-03
1.123201608657836914e+00,9.811328649520874023e-01,5.568642616271972656e-01,5.854747295379638672e-01,1.053488720208406448e-02
4.394346177577972412e-01,4.816814363002777100e-01,5.819526314735412598e-01,5.538858175277709961e-01,1.306220539845526218e-03
9.635327458381652832e-01,9.980571866035461426e-01,5.512434244155883789e-01,5.445707440376281738e-01,6.284304545260965824e-04
3.774265646934509277e-01,3.241541981697082520e-01,5.922490954399108887e-01,5.682747960090637207e-01,1.731209456920623779e-03
8.489845395088195801e-01,9.108179807662963867e-01,5.770099163055419922e-01,5.680040717124938965e-01,2.057079225778579712e-03
4.785824418067932129e-01,4.679879248142242432e-01,5.935431718826293945e-01,5.665757656097412109e-01,4.260676796548068523e-04
9.134806692600250244e-02,-4.958634730428457260e-03,5.773285627365112305e-01,5.944747924804687500e-01,4.815196618437767029e-03
8.723545074462890625e-01,9.836748242378234863e-01,5.898097753524780273e-01,6.114928722381591797e-01,7.159831933677196503e-03
6.034105420112609863e-01,6.204981803894042969e-01,5.749743580818176270e-01,5.623100996017456055e-01,4.460394848138093948e-04
6.729116439819335938e-01,6.936341524124145508e-01,5.583719611167907715e-01,5.486292839050292969e-01,3.806699533015489578e-04
2.505837976932525635e-01,2.020202204585075378e-02,5.684016942977905273e-01,5.572949647903442383e-01,2.664970792829990387e-02
3.695048093795776367e-01,4.233247339725494385e-01,5.745369195938110352e-01,5.561868548393249512e-01,1.628987258300185204e-03
8.875457048416137695e-01,9.023176431655883789e-01,5.731932520866394043e-01,6.055403947830200195e-01,9.057281422428786755e-04
5.162030458450317383e-01,3.786917328834533691e-01,5.959497690200805664e-01,5.741535425186157227e-01,9.926904924213886261e-03
1.014253020286560059e+00,9.992796182632446289e-01,5.514490008354187012e-01,5.912817716598510742e-01,9.216350736096501350e-04
8.618144989013671875e-01,8.966838717460632324e-01,5.572860240936279297e-01,5.454545617103576660e-01,6.874523242004215717e-04
9.011003375053405762e-01,9.999208450317382812e-01,5.829977989196777344e-01,5.464646220207214355e-01,5.581223405897617340e-03
6.128619313240051270e-01,7.016417980194091797e-01,5.607386827468872070e-01,5.541040301322937012e-01,4.002613015472888947e-03
8.663097620010375977e-01,9.976122975349426270e-01,5.829697847366333008e-01,5.744091272354125977e-01,8.703344501554965973e-03
8.661592006683349609e-02,-3.979967441409826279e-03,5.626388788223266602e-01,5.695706605911254883e-01,4.139323718845844269e-03
2.895253896713256836e-01,1.818182021379470825e-01,6.111921072006225586e-01,5.564393997192382812e-01,7.518543396145105362e-03
6.115382313728332520e-01,7.255611419677734375e-01,5.633182525634765625e-01,5.535353422164916992e-01,6.565107498317956924e-03
9.679337739944458008e-01,8.867295384407043457e-01,5.549418330192565918e-01,5.554292798042297363e-01,3.323236014693975449e-03
3.468469679355621338e-01,4.863285124301910400e-01,5.680682063102722168e-01,5.481282472610473633e-01,1.037559844553470612e-02
5.414893031120300293e-01,5.891858935356140137e-01,5.928255319595336914e-01,5.678454637527465820e-01,1.647044322453439236e-03
6.070666909217834473e-01,5.185845494270324707e-01,5.733216404914855957e-01,5.482323169708251953e-01,4.271294455975294113e-03
8.383535146713256836e-01,9.863688349723815918e-01,5.695855617523193359e-01,5.518120527267456055e-01,1.122460700571537018e-02
6.666451692581176758e-01,6.635534763336181641e-01,5.696738362312316895e-01,5.970535278320312500e-01,5.068003083579242229e-04
3.020958602428436279e-01,2.703354954719543457e-01,5.681501030921936035e-01,5.505303144454956055e-01,6.727140862494707108e-04
9.161052703857421875e-01,9.954824447631835938e-01,5.458745956420898438e-01,5.454545617103576660e-01,3.164981259033083916e-03
1.626951992511749268e-01,7.965778559446334839e-02,5.661311745643615723e-01,5.571343898773193359e-01,3.514207201078534126e-03
8.199800252914428711e-01,9.146391749382019043e-01,5.516104698181152344e-01,5.535232424736022949e-01,4.588322248309850693e-03
9.056200981140136719e-01,9.957424402236938477e-01,5.697274804115295410e-01,5.385949015617370605e-01,4.574242979288101196e-03
4.417805075645446777e-01,5.315535664558410645e-01,5.893253087997436523e-01,5.892292857170104980e-01,4.503077361732721329e-03
9.066216349601745605e-01,9.793406724929809570e-01,5.893122553825378418e-01,6.065949201583862305e-01,3.077187342569231987e-03
4.697403311729431152e-01,5.869539380073547363e-01,6.045143604278564453e-01,6.127919554710388184e-01,6.920473184436559677e-03
3.246640861034393311e-01,4.641789495944976807e-01,5.906019210815429688e-01,5.798575282096862793e-01,1.016257703304290771e-02
5.291551351547241211e-01,4.823643267154693604e-01,5.767900943756103516e-01,5.833009481430053711e-01,1.164775458164513111e-03
2.153342962265014648e-01,8.568687736988067627e-02,5.673907995223999023e-01,5.535353422164916992e-01,8.509093895554542542e-03
6.705945730209350586e-01,6.675508022308349609e-01,5.715938806533813477e-01,5.621849298477172852e-01,9.987353405449539423e-05
6.555180549621582031e-01,6.147781610488891602e-01,5.622891187667846680e-01,5.936434864997863770e-01,1.841063378378748894e-03
3.310600817203521729e-01,3.574424088001251221e-01,5.715909004211425781e-01,5.545455217361450195e-01,1.469904673285782337e-03
7.245858907699584961e-01,6.379407644271850586e-01,5.901256799697875977e-01,6.129010915756225586e-01,4.210642538964748383e-03
8.300479054450988770e-01,9.377518892288208008e-01,5.789108276367187500e-01,5.485353469848632812e-01,6.273858249187469482e-03
7.017683386802673340e-01,6.639438867568969727e-01,5.745173692703247070e-01,5.530050396919250488e-01,1.246984931640326977e-03
9.264553785324096680e-01,9.237056970596313477e-01,5.575333833694458008e-01,5.464838743209838867e-01,1.080469010048545897e-04
7.047532796859741211e-01,6.800085306167602539e-01,5.751258134841918945e-01,5.540696978569030762e-01,8.360251667909324169e-04
8.087629079818725586e-02,1.505189836025238037e-01,5.823416113853454590e-01,5.505889058113098145e-01,2.998668700456619263e-03
4.911116659641265869e-01,5.120135545730590820e-01,5.652610659599304199e-01,5.454545617103576660e-01,4.980544326826930046e-04
9.295842051506042480e-01,9.950813055038452148e-01,5.581556558609008789e-01,5.529232025146484375e-01,2.170933876186609268e-03
5.843442678451538086e-01,6.187145709991455078e-01,5.835277438163757324e-01,5.551131367683410645e-01,1.101984875276684761e-03
1.856387257575988770e-01,1.937893480062484741e-01,5.701553821563720703e-01,5.539141893386840820e-01,1.733525859890505672e-04
9.813832491636276245e-02,7.917513698339462280e-02,5.931884646415710449e-01,6.077837944030761719e-01,8.037931984290480614e-04
5.702954530715942383e-01,5.776035785675048828e-01,5.870308876037597656e-01,6.060605645179748535e-01,3.496526624076068401e-04
7.533226013183593750e-01,7.956330180168151855e-01,5.677823424339294434e-01,5.554292798042297363e-01,9.966248180717229843e-04
2.540332376956939697e-01,2.755232155323028564e-01,5.735992193222045898e-01,5.589393377304077148e-01,3.619542694650590420e-04
6.954346895217895508e-01,8.620950579643249512e-01,5.474932193756103516e-01,5.454545617103576660e-01,1.504616159945726395e-02
9.467397928237915039e-01,9.951071739196777344e-01,5.880287885665893555e-01,5.396313667297363281e-01,2.378950361162424088e-03
3.219965398311614990e-01,2.434839904308319092e-01,5.859499573707580566e-01,5.532201528549194336e-01,4.195133689790964127e-03
1.133287325501441956e-01,-8.118181489408016205e-03,5.943328142166137695e-01,5.555555224418640137e-01,8.206184953451156616e-03
5.882920622825622559e-01,7.502728104591369629e-01,5.692573785781860352e-01,5.353536009788513184e-01,1.390123926103115082e-02
6.020882129669189453e-01,4.327801167964935303e-01,5.824072360992431641e-01,5.728958845138549805e-01,1.516836136579513550e-02
5.889991521835327148e-01,5.148390531539916992e-01,5.759973526000976562e-01,5.428656339645385742e-01,3.590043634176254272e-03
2.636373639106750488e-01,6.566281430423259735e-03,6.161725521087646484e-01,6.164424419403076172e-01,3.359482437372207642e-02
2.770827412605285645e-01,2.408832758665084839e-01,5.826347470283508301e-01,6.060605645179748535e-01,9.327062289230525494e-04
6.573951244354248047e-01,6.402794718742370605e-01,5.559161305427551270e-01,5.518635511398315430e-01,1.959473593160510063e-04
5.023172497749328613e-01,5.321794152259826660e-01,5.960997343063354492e-01,5.975343585014343262e-01,9.275033953599631786e-04
5.291852951049804688e-01,4.967162013053894043e-01,5.666875243186950684e-01,5.848908424377441406e-01,7.019687909632921219e-04
7.102782726287841797e-01,7.403296232223510742e-01,5.647673606872558594e-01,5.869292020797729492e-01,7.348560029640793800e-04
5.869531631469726562e-01,5.020210742950439453e-01,5.589489936828613281e-01,5.548818707466125488e-01,3.631454659625887871e-03
2.462578117847442627e-01,2.075642049312591553e-01,5.866186022758483887e-01,5.555555224418640137e-01,1.300564617849886417e-03
5.558878779411315918e-01,4.612035751342773438e-01,5.624173879623413086e-01,5.411374568939208984e-01,5.195801611989736557e-03
9.090763330459594727e-01,9.259582757949829102e-01,5.740229487419128418e-01,5.711010694503784180e-01,5.513833020813763142e-04
8.858581781387329102e-01,8.665815591812133789e-01,5.539779067039489746e-01,5.615717172622680664e-01,4.360227030701935291e-04
5.009035468101501465e-01,4.876211285591125488e-01,5.764758586883544922e-01,5.647727251052856445e-01,1.703721936792135239e-04
1.496451199054718018e-01,9.714615345001220703e-02,5.686103701591491699e-01,5.550211668014526367e-01,2.202532021328806877e-03
5.905869007110595703e-01,5.501161813735961914e-01,5.845177173614501953e-01,5.784221887588500977e-01,1.375978463329374790e-03
8.746321797370910645e-01,9.032518267631530762e-01,5.477451682090759277e-01,5.545868873596191406e-01,5.110100028105080128e-04
2.535312473773956299e-01,2.721796333789825439e-01,5.559451580047607422e-01,5.454545617103576660e-01,5.346793914213776588e-04
9.451457858085632324e-01,9.516959190368652344e-01,5.730471014976501465e-01,5.717090964317321777e-01,2.588448987808078527e-04
5.117684602737426758e-01,5.089837312698364258e-01,5.584560036659240723e-01,5.378788709640502930e-01,2.403409744147211313e-04
4.806335866451263428e-01,5.071800947189331055e-01,5.638995170593261719e-01,5.532201528549194336e-01,5.483605782501399517e-04
4.453310742974281311e-02,-7.603591773658990860e-03,5.575693845748901367e-01,5.469070672988891602e-01,1.456662314012646675e-03
2.226994782686233521e-01,2.273941785097122192e-01,6.136541366577148438e-01,6.163394451141357422e-01,1.238981494680047035e-03
7.849175930023193359e-01,7.146946191787719727e-01,5.601614713668823242e-01,5.555555224418640137e-01,2.546210074797272682e-03
7.704408168792724609e-01,5.012056231498718262e-01,5.643879175186157227e-01,5.919535756111145020e-01,3.663280606269836426e-02
2.216770648956298828e-01,2.416527718305587769e-01,5.662554502487182617e-01,5.525928735733032227e-01,3.213933086954057217e-04
4.664669036865234375e-01,4.566331505775451660e-01,5.746973752975463867e-01,5.757575631141662598e-01,7.904347148723900318e-05
8.518102765083312988e-01,8.067984580993652344e-01,5.797640681266784668e-01,5.444444417953491211e-01,2.354647731408476830e-03
4.865559041500091553e-01,4.472431242465972900e-01,5.661972165107727051e-01,5.435606241226196289e-01,1.071030041202902794e-03
5.605783462524414062e-01,5.767144560813903809e-01,5.852369070053100586e-01,5.928262472152709961e-01,3.239459183532744646e-04
8.772405385971069336e-01,9.971596002578735352e-01,5.926554799079895020e-01,5.517677068710327148e-01,8.147267624735832214e-03
5.463896989822387695e-01,4.746369421482086182e-01,5.730107426643371582e-01,5.656566023826599121e-01,2.645520027726888657e-03
1.874212920665740967e-01,1.028556078672409058e-01,5.851978063583374023e-01,5.893050432205200195e-01,4.809606820344924927e-03
4.617866575717926025e-01,4.818711280822753906e-01,5.735715031623840332e-01,5.438758134841918945e-01,7.089280989021062851e-04
4.668359160423278809e-01,4.399769306182861328e-01,5.659437179565429688e-01,5.490788221359252930e-01,1.589574152603745461e-03
6.113800406455993652e-01,6.136262416839599609e-01,5.822911858558654785e-01,5.990818738937377930e-01,1.005742466077208519e-03
1.361455172300338745e-01,5.376476049423217773e-02,5.929325819015502930e-01,5.833353996276855469e-01,3.486704779788851738e-03
9.741816520690917969e-01,9.976227879524230957e-01,5.455855727195739746e-01,5.457909107208251953e-01,3.067366196773946285e-04
7.216800451278686523e-01,9.903612136840820312e-01,5.663089752197265625e-01,5.385707616806030273e-01,3.655126690864562988e-02
9.104903936386108398e-01,9.253924489021301270e-01,5.701472163200378418e-01,5.492990612983703613e-01,3.655843320302665234e-04
9.240362048149108887e-01,9.957011938095092773e-01,5.613732933998107910e-01,5.454545617103576660e-01,2.708247397094964981e-03
3.826971054077148438e-01,3.916208744049072266e-01,6.085740327835083008e-01,6.048484444618225098e-01,6.455699622165411711e-05
9.890217781066894531e-01,9.989711046218872070e-01,5.519533753395080566e-01,5.480232238769531250e-01,7.281266880454495549e-05
4.098304212093353271e-01,3.363072276115417480e-01,5.979851484298706055e-01,5.582060217857360840e-01,7.906622253358364105e-03
6.049579381942749023e-01,6.222965121269226074e-01,5.698754191398620605e-01,5.515959262847900391e-01,5.686196382157504559e-04
5.213303565979003906e-01,5.264772176742553711e-01,5.875689983367919922e-01,6.130717992782592773e-01,4.477010224945843220e-04
1.089997738599777222e-01,-3.482384490780532360e-04,5.551942586898803711e-01,5.550504922866821289e-01,5.993116181343793869e-03
6.171876192092895508e-01,6.678930521011352539e-01,5.572398304939270020e-01,5.551767349243164062e-01,1.313915126956999302e-03
5.487717390060424805e-01,4.565958082675933838e-01,5.840440988540649414e-01,6.090909242630004883e-01,4.576994106173515320e-03
5.143858790397644043e-01,4.922949671745300293e-01,5.759509801864624023e-01,5.447019934654235840e-01,7.664778968319296837e-04
8.156984448432922363e-01,8.613708615303039551e-01,5.673741102218627930e-01,6.012808084487915039e-01,1.842183643020689487e-03
8.788596391677856445e-01,9.898989796638488770e-01,5.852900743484497070e-01,6.163515448570251465e-01,6.782360374927520752e-03
4.313924312591552734e-01,4.774914383888244629e-01,5.942972302436828613e-01,5.836969614028930664e-01,1.170328818261623383e-03
4.015858843922615051e-02,1.521522272378206253e-02,5.709108710289001465e-01,5.555555224418640137e-01,4.424885846674442291e-04
8.259032964706420898e-01,8.710956573486328125e-01,6.086051464080810547e-01,6.078535318374633789e-01,1.055461820214986801e-03
1.874381154775619507e-01,2.035403251647949219e-01,5.714035034179687500e-01,5.626262426376342773e-01,2.397509233560413122e-04
5.242322087287902832e-01,5.074506402015686035e-01,5.876706838607788086e-01,5.749373435974121094e-01,4.717157571576535702e-04
3.792024850845336914e-01,3.436880409717559814e-01,5.853979587554931641e-01,5.729171037673950195e-01,1.021207775920629501e-03
9.140955805778503418e-01,9.943662881851196289e-01,5.758497118949890137e-01,5.555555224418640137e-01,3.443222027271986008e-03
1.738272607326507568e-01,-3.226724686101078987e-03,5.976139307022094727e-01,5.554717779159545898e-01,1.658605411648750305e-02
1.384328901767730713e-01,-9.340725839138031006e-03,5.847924947738647461e-01,5.660980343818664551e-01,1.110500656068325043e-02
3.862475752830505371e-01,3.590085804462432861e-01,5.927187800407409668e-01,5.492423772811889648e-01,1.654361141845583916e-03
7.884849309921264648e-01,7.646716237068176270e-01,5.910433530807495117e-01,6.016868352890014648e-01,5.517327226698398590e-04
2.528530955314636230e-01,4.278250336647033691e-01,5.687829256057739258e-01,5.877313017845153809e-01,1.559768896549940109e-02
4.939845204353332520e-01,4.874535501003265381e-01,5.665038824081420898e-01,5.371364355087280273e-01,6.171868299134075642e-04
5.318873375654220581e-02,8.328080177307128906e-03,5.581082701683044434e-01,5.550504922866821289e-01,1.019164221361279488e-03
9.930342435836791992e-01,9.988039731979370117e-01,5.467571020126342773e-01,5.555555224418640137e-01,6.165936792967841029e-05
7.640434503555297852e-01,6.412676572799682617e-01,5.731739401817321777e-01,5.648101568222045898e-01,7.623628713190555573e-03
7.262709736824035645e-01,7.793171405792236328e-01,5.731950998306274414e-01,5.644313097000122070e-01,1.568585401400923729e-03
7.587571144104003906e-01,7.872965335845947266e-01,5.638820528984069824e-01,5.518313646316528320e-01,5.187861388549208641e-04
4.218759536743164062e-01,3.979557454586029053e-01,5.883532762527465820e-01,6.068282723426818848e-01,6.807040190324187279e-04
2.966546416282653809e-01,5.730186775326728821e-02,6.022787094116210938e-01,5.733100175857543945e-01,2.920208312571048737e-02
2.775599956512451172e-01,3.015013039112091064e-01,5.846958160400390625e-01,5.549162030220031738e-01,7.522151572629809380e-04
8.514884859323501587e-02,1.179666742682456970e-01,5.853352546691894531e-01,5.656566023826599121e-01,9.794419165700674057e-04
8.842653036117553711e-01,9.772937893867492676e-01,5.488737225532531738e-01,5.353536009788513184e-01,4.436196293681859970e-03
5.677803754806518555e-01,4.982909560203552246e-01,5.687937736511230469e-01,6.021434068679809570e-01,2.987862331792712212e-03
7.639414072036743164e-01,7.908954024314880371e-01,5.657295584678649902e-01,5.552272796630859375e-01,4.576753417495638132e-04
4.345823228359222412e-01,4.652779996395111084e-01,5.698812603950500488e-01,5.771837830543518066e-01,9.381903219036757946e-04
3.038210868835449219e-01,2.749284803867340088e-01,6.005312204360961914e-01,5.757575631141662598e-01,7.304780883714556694e-04
5.579596757888793945e-01,6.368912458419799805e-01,5.880185961723327637e-01,5.749737024307250977e-01,3.211688250303268433e-03
4.799110293388366699e-01,4.922606945037841797e-01,5.768237113952636719e-01,5.394566059112548828e-01,8.009105222299695015e-04
1.696473062038421631e-01,1.548105180263519287e-01,6.071391701698303223e-01,6.070080399513244629e-01,3.637452318798750639e-04
7.783727645874023438e-01,7.336252927780151367e-01,5.699697732925415039e-01,5.454545617103576660e-01,1.345119089819490910e-03
8.062130212783813477e-01,9.938412904739379883e-01,5.296090841293334961e-01,5.630050897598266602e-01,1.823427528142929077e-02
5.533159375190734863e-01,5.929995179176330566e-01,5.881413221359252930e-01,6.071817874908447266e-01,9.934443514794111252e-04
8.654322624206542969e-01,9.763024449348449707e-01,5.529670715332031250e-01,5.450979471206665039e-01,6.497190799564123154e-03
4.473964273929595947e-01,3.851528167724609375e-01,5.469542741775512695e-01,5.692211985588073730e-01,2.207066863775253296e-03
8.506023287773132324e-01,8.154782056808471680e-01,5.629465579986572266e-01,5.357323884963989258e-01,1.034355489537119865e-03
8.159798383712768555e-01,9.824754595756530762e-01,5.895804762840270996e-01,6.080807447433471680e-01,1.409940700978040695e-02
8.482782244682312012e-01,9.850639104843139648e-01,5.862318277359008789e-01,5.869848728179931641e-01,9.380498901009559631e-03
1.141475811600685120e-01,1.939066499471664429e-02,5.660716295242309570e-01,5.552191734313964844e-01,4.550994373857975006e-03
1.156781911849975586e-01,2.288463525474071503e-02,6.007937788963317871e-01,5.654949545860290527e-01,5.147267132997512817e-03
5.009560585021972656e-01,4.949494898319244385e-01,5.756675601005554199e-01,5.643313527107238770e-01,9.100337047129869461e-05
4.191482663154602051e-01,4.890886843204498291e-01,5.754164457321166992e-01,5.655444860458374023e-01,2.508489880710840225e-03
5.768717527389526367e-01,6.047738790512084961e-01,5.761095285415649414e-01,5.508394241333007812e-01,9.366806480102241039e-04
2.454609125852584839e-01,1.851596534252166748e-01,5.807715654373168945e-01,5.551514625549316406e-01,2.152390312403440475e-03
8.894074559211730957e-01,9.175890684127807617e-01,5.526968240737915039e-01,5.737494826316833496e-01,6.692860042676329613e-04
8.942285776138305664e-01,9.680030941963195801e-01,5.680208802223205566e-01,5.555555224418640137e-01,2.815757412463426590e-03
1.561946570873260498e-01,-9.718462824821472168e-03,6.062682867050170898e-01,5.920030474662780762e-01,1.402966491878032684e-02
2.788528501987457275e-01,2.546133399009704590e-01,5.864627957344055176e-01,5.552444458007812500e-01,8.624789188615977764e-04
1.611262857913970947e-01,7.151753455400466919e-02,5.868434309959411621e-01,5.414141416549682617e-01,5.373725667595863342e-03
7.050521671772003174e-02,-3.882375778630375862e-03,5.765954256057739258e-01,5.933091044425964355e-01,2.917582867667078972e-03
1.831482946872711182e-01,1.569831818342208862e-01,5.711165666580200195e-01,5.549868345260620117e-01,4.862803907599300146e-04
9.630516767501831055e-01,9.600502848625183105e-01,5.752550959587097168e-01,6.056191325187683105e-01,5.087056779302656651e-04
2.837387025356292725e-01,2.549591958522796631e-01,5.832508802413940430e-01,5.555555224418640137e-01,8.111228235065937042e-04
5.160985589027404785e-01,4.949494898319244385e-01,5.589815378189086914e-01,5.474151372909545898e-01,2.976791583932936192e-04
2.357499152421951294e-01,1.525644678622484207e-02,5.730502009391784668e-01,5.404040217399597168e-01,2.488441392779350281e-02
3.599773049354553223e-01,2.892833054065704346e-01,5.868522524833679199e-01,5.525929331779479980e-01,3.102407092228531837e-03
8.877544403076171875e-01,9.487848281860351562e-01,5.816763639450073242e-01,5.595949888229370117e-01,2.128395019099116325e-03
5.312008261680603027e-01,5.367873907089233398e-01,5.695949792861938477e-01,5.631616711616516113e-01,6.711157038807868958e-04
2.760679088532924652e-02,-4.397248383611440659e-03,5.714541673660278320e-01,5.819423794746398926e-01,5.810142029076814651e-04
4.928847849369049072e-01,4.012289047241210938e-01,5.823918581008911133e-01,5.861100554466247559e-01,4.807951860129833221e-03
9.772182703018188477e-01,9.917473793029785156e-01,5.804645419120788574e-01,5.555555224418640137e-01,4.266508040018379688e-04
2.946580350399017334e-01,2.449272572994232178e-01,5.764333009719848633e-01,5.541666746139526367e-01,1.494729192927479744e-03
4.881323873996734619e-01,4.926659464836120605e-01,5.778628587722778320e-01,5.654040575027465820e-01,1.065221586031839252e-04
1.002039313316345215e+00,9.975141286849975586e-01,5.538021326065063477e-01,5.665475130081176758e-01,1.525203551864251494e-04
8.952523022890090942e-02,2.138047106564044952e-02,5.672804117202758789e-01,5.454545617103576660e-01,2.568574156612157822e-03
8.866195678710937500e-01,9.738958477973937988e-01,5.944122076034545898e-01,5.557000041007995605e-01,4.562488291412591934e-03
9.280859827995300293e-01,9.424643516540527344e-01,5.622957944869995117e-01,5.858585238456726074e-01,3.888152132276445627e-04
3.949085474014282227e-01,3.161967396736145020e-01,5.969569683074951172e-01,6.066918969154357910e-01,3.176523372530937195e-03
5.135408043861389160e-01,5.048373341560363770e-01,5.632273554801940918e-01,5.407828092575073242e-01,3.159880870953202248e-04
6.810741424560546875e-01,7.069107294082641602e-01,5.810627937316894531e-01,5.820717215538024902e-01,4.511713923420757055e-04
2.119464576244354248e-01,2.286686003208160400e-01,5.723094344139099121e-01,5.651747584342956543e-01,2.200382295995950699e-04
1.472122371196746826e-01,1.260520238429307938e-02,5.678364038467407227e-01,5.353536009788513184e-01,9.589852765202522278e-03
